"","Date_Time","Year","Month","Day","MaxTemp","MinTemp","MeanTemp","HeatDegDays","CoolDegDays","TotalPrecip","SnowGround","Station","GDD"
"301",2016-10-27,2016,10,27,5,0,2.5,15.5,0,2,NA,"Lethbridge",1342.5
"302",2016-10-28,2016,10,28,3,-2,0.5,17.5,0,0,NA,"Lethbridge",1342.5
"303",2016-10-29,2016,10,29,8,-4,2,16,0,13,NA,"Lethbridge",1342.5
"304",2016-10-30,2016,10,30,14,0,7,11,0,3,NA,"Lethbridge",1344.5
"305",2016-10-31,2016,10,31,12,8,10,8,0,3,NA,"Lethbridge",1349.5
"306",2016-11-01,2016,11,1,5,2.5,3.8,14.2,0,3,NA,"Lethbridge",1349.5
"307",2016-11-02,2016,11,2,11,4,7.5,10.5,0,8,NA,"Lethbridge",1352
"308",2016-11-03,2016,11,3,13,6,9.5,8.5,0,5,NA,"Lethbridge",1356.5
"309",2016-11-04,2016,11,4,8,3,5.5,12.5,0,3,NA,"Lethbridge",1357
"310",2016-11-05,2016,11,5,7,4,5.5,12.5,0,0,NA,"Lethbridge",1357.5
"311",2016-11-06,2016,11,6,8,2,5,13,0,0,NA,"Lethbridge",1357.5
"312",2016-11-07,2016,11,7,6,-3,1.5,16.5,0,0,NA,"Lethbridge",1357.5
"313",2016-11-08,2016,11,8,10,-1,4.5,13.5,0,0,NA,"Lethbridge",1357.5
"314",2016-11-09,2016,11,9,5,-2,1.5,16.5,0,1,NA,"Lethbridge",1357.5
"315",2016-11-10,2016,11,10,5,3,4,14,0,1,0,"Lethbridge",1357.5
"316",2016-11-11,2016,11,11,10,1,5.5,12.5,0,1,0,"Lethbridge",1358
"317",2016-11-12,2016,11,12,6.5,-1.5,2.5,15.5,0,1,0,"Lethbridge",1358
"318",2016-11-13,2016,11,13,10,-3,3.5,14.5,0,0,NA,"Lethbridge",1358
"319",2016-11-14,2016,11,14,10,0.5,5.3,12.7,0,0,NA,"Lethbridge",1358.25
"320",2016-11-15,2016,11,15,7,-1,3,15,0,1,0,"Lethbridge",1358.25
"321",2016-11-16,2016,11,16,7,0,3.5,14.5,0,8,0,"Lethbridge",1358.25
"322",2016-11-17,2016,11,17,15,5,10,8,0,12,0,"Lethbridge",1363.25
"323",2016-11-18,2016,11,18,15,8.5,11.8,6.2,0,23.5,0,"Lethbridge",1370
"324",2016-11-19,2016,11,19,9,5,7,11,0,8,0,"Lethbridge",1372
"325",2016-11-20,2016,11,20,16,5,10.5,7.5,0,10,0,"Lethbridge",1377.5
"326",2016-11-21,2016,11,21,17,13,15,3,0,8,0,"Lethbridge",1387.5
"327",2016-11-22,2016,11,22,15,10.5,12.8,5.2,0,7,0,"Lethbridge",1395.25
"328",2016-11-23,2016,11,23,9,3,6,12,0,5,0,"Lethbridge",1396.25
"329",2016-11-24,2016,11,24,3.5,2,2.8,15.2,0,1,0,"Lethbridge",1396.25
"330",2016-11-25,2016,11,25,1.5,-1,0.3,17.7,0,0,0,"Lethbridge",1396.25
"331",2016-11-26,2016,11,26,-1,-2,-1.5,19.5,0,0,0,"Lethbridge",1396.25
"332",2016-11-27,2016,11,27,10,-4,3,15,0,17,0,"Lethbridge",1396.25
"333",2016-11-28,2016,11,28,8,2,5,13,0,0,0,"Lethbridge",1396.25
"334",2016-11-29,2016,11,29,4,-2,1,17,0,1,0,"Lethbridge",1396.25
"335",2016-11-30,2016,11,30,2,-0.5,0.8,17.2,0,0,0,"Lethbridge",1396.25
"336",2016-12-01,2016,12,1,0.5,-3,-1.3,19.3,0,1,0,"Lethbridge",1396.25
"337",2016-12-02,2016,12,2,2,-2,0,18,0,10,1,"Lethbridge",1396.25
"338",2016-12-03,2016,12,3,2.5,1,1.8,16.2,0,4,0,"Lethbridge",1396.25
"339",2016-12-04,2016,12,4,2,0,1,17,0,2,0,"Lethbridge",1396.25
"340",2016-12-05,2016,12,5,-2,-5,-3.5,21.5,0,0,0,"Lethbridge",1396.25
"341",2016-12-06,2016,12,6,-3,-7,-5,23,0,0,0,"Lethbridge",1396.25
"342",2016-12-07,2016,12,7,-3,-9,-6,24,0,0,0,"Lethbridge",1396.25
"343",2016-12-08,2016,12,8,1,-10,-4.5,22.5,0,5,0,"Lethbridge",1396.25
"344",2016-12-09,2016,12,9,2,-1,0.5,17.5,0,7,5,"Lethbridge",1396.25
"345",2016-12-10,2016,12,10,-1,-10,-5.5,23.5,0,0,12,"Lethbridge",1396.25
"346",2016-12-11,2016,12,11,-6,-12,-9,27,0,0,12,"Lethbridge",1396.25
"347",2016-12-12,2016,12,12,-6,-13,-9.5,27.5,0,8,12,"Lethbridge",1396.25
"348",2016-12-13,2016,12,13,-3,-12,-7.5,25.5,0,7,20,"Lethbridge",1396.25
"349",2016-12-14,2016,12,14,1,-18,-8.5,26.5,0,8,27,"Lethbridge",1396.25
"350",2016-12-15,2016,12,15,1.5,-5,-1.8,19.8,0,5,35,"Lethbridge",1396.25
"351",2016-12-16,2016,12,16,-4,-7,-5.5,23.5,0,0,40,"Lethbridge",1396.25
"352",2016-12-17,2016,12,17,-1,-11,-6,24,0,4,40,"Lethbridge",1396.25
"353",2016-12-18,2016,12,18,10,-10,0,18,0,7,44,"Lethbridge",1396.25
"354",2016-12-19,2016,12,19,2,-5,-1.5,19.5,0,0,4,"Lethbridge",1396.25
"355",2016-12-20,2016,12,20,-2,-17,-9.5,27.5,0,0,4,"Lethbridge",1396.25
"356",2016-12-21,2016,12,21,2,-10,-4,22,0,2,4,"Lethbridge",1396.25
"357",2016-12-22,2016,12,22,0.5,-5,-2.3,20.3,0,0,4,"Lethbridge",1396.25
"358",2016-12-23,2016,12,23,0,-2,-1,19,0,1,4,"Lethbridge",1396.25
"359",2016-12-24,2016,12,24,5,-10,-2.5,20.5,0,11,5,"Lethbridge",1396.25
"360",2016-12-25,2016,12,25,5,0,2.5,15.5,0,3,0,"Lethbridge",1396.25
"361",2016-12-26,2016,12,26,-5,-11,-8,26,0,0,3,"Lethbridge",1396.25
"362",2016-12-27,2016,12,27,3.5,-15,-5.8,23.8,0,15,3,"Lethbridge",1396.25
"363",2016-12-28,2016,12,28,1,-1.5,-0.3,18.3,0,0,14,"Lethbridge",1396.25
"364",2016-12-29,2016,12,29,-1,-5,-3,21,0,0,14,"Lethbridge",1396.25
"365",2016-12-30,2016,12,30,5,-17,-6,24,0,21,14,"Lethbridge",1396.25
"366",2016-12-31,2016,12,31,1,0,0.5,17.5,0,16,0,"Lethbridge",1396.25
"367",2017-01-01,2017,1,1,0,-8,-4,22,0,12,15,"Lethbridge",0
"368",2017-01-02,2017,1,2,1,-6,-2.5,20.5,0,0,27,"Lethbridge",0
"369",2017-01-03,2017,1,3,-3,-4,-3.5,21.5,0,0,27,"Lethbridge",0
"370",2017-01-04,2017,1,4,2.5,-6,-1.8,19.8,0,3,27,"Lethbridge",0
"371",2017-01-05,2017,1,5,6,-3,1.5,16.5,0,2,23,"Lethbridge",0
"372",2017-01-06,2017,1,6,3,-2,0.5,17.5,0,21,14,"Lethbridge",0
"373",2017-01-07,2017,1,7,-4,-7,-5.5,23.5,0,5,35,"Lethbridge",0
"374",2017-01-08,2017,1,8,5,-11,-3,21,0,11,40,"Lethbridge",0
"375",2017-01-09,2017,1,9,-3,-6,-4.5,22.5,0,0,36,"Lethbridge",0
"376",2017-01-10,2017,1,10,-4.5,-19,-11.8,29.8,0,0,36,"Lethbridge",0
"377",2017-01-11,2017,1,11,1,-19,-9,27,0,0,36,"Lethbridge",0
"378",2017-01-12,2017,1,12,6,-4,1,17,0,2,36,"Lethbridge",0
"379",2017-01-13,2017,1,13,7,3,5,13,0,0,23,"Lethbridge",0
"380",2017-01-14,2017,1,14,-10,-13,-11.5,29.5,0,0,18,"Lethbridge",0
"381",2017-01-15,2017,1,15,-5,-15,-10,28,0,1,18,"Lethbridge",0
"382",2017-01-16,2017,1,16,-3,-14,-8.5,26.5,0,4,19,"Lethbridge",0
"383",2017-01-17,2017,1,17,-1,-19,-10,28,0,2,23,"Lethbridge",0
"384",2017-01-18,2017,1,18,-1,-9,-5,23,0,2,25,"Lethbridge",0
"385",2017-01-19,2017,1,19,-5,-16,-10.5,28.5,0,0,27,"Lethbridge",0
"386",2017-01-20,2017,1,20,-1,-12,-6.5,24.5,0,0,27,"Lethbridge",0
"387",2017-01-21,2017,1,21,-2,-4,-3,21,0,2,27,"Lethbridge",0
"388",2017-01-22,2017,1,22,-1,-6,-3.5,21.5,0,1,29,"Lethbridge",0
"389",2017-01-23,2017,1,23,-6,-10,-8,26,0,0,30,"Lethbridge",0
"390",2017-01-24,2017,1,24,0,-20,-10,28,0,0,30,"Lethbridge",0
"391",2017-01-25,2017,1,25,1,-19,-9,27,0,12,30,"Lethbridge",0
"392",2017-01-26,2017,1,26,6,-3,1.5,16.5,0,4,30,"Lethbridge",0
"393",2017-01-28,2017,1,28,3,-2,0.5,17.5,0,0,18,"Lethbridge",0
"394",2017-01-29,2017,1,29,0,-3,-1.5,19.5,0,0,18,"Lethbridge",0
"395",2017-01-30,2017,1,30,4,-2,1,17,0,0,18,"Lethbridge",0
"396",2017-01-31,2017,1,31,-2,-11.5,-6.8,24.8,0,0,16,"Lethbridge",0
"397",2017-02-02,2017,2,2,-3,-15,-9,27,0,0,16,"Lethbridge",0
"398",2017-02-03,2017,2,3,0,-17,-8.5,26.5,0,0,16,"Lethbridge",0
"399",2017-02-04,2017,2,4,-7,-14,-10.5,28.5,0,0,16,"Lethbridge",0
"400",2017-02-05,2017,2,5,-6,-19,-12.5,30.5,0,1,16,"Lethbridge",0
"401",2017-02-06,2017,2,6,-2,-16,-9,27,0,14,17,"Lethbridge",0
"402",2017-02-07,2017,2,7,-10,-14,-12,30,0,0,31,"Lethbridge",0
"403",2017-02-08,2017,2,8,3,-26,-11.5,29.5,0,2,31,"Lethbridge",0
"404",2017-02-09,2017,2,9,5.5,-7,-0.8,18.8,0,3,30,"Lethbridge",0
"405",2017-02-10,2017,2,10,7,-5,1,17,0,0,32,"Lethbridge",0
"406",2017-02-11,2017,2,11,-4,-14,-9,27,0,0,28,"Lethbridge",0
"407",2017-02-12,2017,2,12,-6,-23.5,-14.8,32.8,0,0,28,"Lethbridge",0
"408",2017-02-13,2017,2,13,-2,-12,-7,25,0,0,28,"Lethbridge",0
"409",2017-02-14,2017,2,14,-1,-5,-3,21,0,31,28,"Lethbridge",0
"410",2017-02-15,2017,2,15,0,-1,-0.5,18.5,0,3,59,"Lethbridge",0
"411",2017-02-16,2017,2,16,2,-3,-0.5,18.5,0,7,62,"Lethbridge",0
"412",2017-02-17,2017,2,17,4,0,2,16,0,0,69,"Lethbridge",0
"413",2017-02-18,2017,2,18,2,-2,0,18,0,0,69,"Lethbridge",0
"414",2017-02-19,2017,2,19,2,-3,-0.5,18.5,0,6,69,"Lethbridge",0
"415",2017-02-20,2017,2,20,-1,-2,-1.5,19.5,0,0,75,"Lethbridge",0
"416",2017-02-21,2017,2,21,-2,-4,-3,21,0,0,75,"Lethbridge",0
"417",2017-02-22,2017,2,22,-1,-8,-4.5,22.5,0,0,75,"Lethbridge",0
"418",2017-02-23,2017,2,23,4,-9,-2.5,20.5,0,3,75,"Lethbridge",0
"419",2017-02-24,2017,2,24,7,-5,1,17,0,5,70,"Lethbridge",0
"420",2017-02-25,2017,2,25,4,-1.5,1.3,16.7,0,0,67,"Lethbridge",0
"421",2017-02-26,2017,2,26,10,-1,4.5,13.5,0,3,58,"Lethbridge",0
"422",2017-02-27,2017,2,27,1,-2,-0.5,18.5,0,0,40,"Lethbridge",0
"423",2017-02-28,2017,2,28,-1,-3,-2,20,0,0,37,"Lethbridge",0
"424",2017-03-01,2017,3,1,5,-12,-3.5,21.5,0,5,37,"Lethbridge",0
"425",2017-03-02,2017,3,2,6,-1,2.5,15.5,0,1,32,"Lethbridge",0
"426",2017-03-03,2017,3,3,-1,-3,-2,20,0,0,26,"Lethbridge",0
"427",2017-03-04,2017,3,4,-3,-8,-5.5,23.5,0,3,26,"Lethbridge",0
"428",2017-03-05,2017,3,5,-1,-10,-5.5,23.5,0,11,29,"Lethbridge",0
"429",2017-03-06,2017,3,6,2.5,-3,-0.3,18.3,0,1,40,"Lethbridge",0
"430",2017-03-07,2017,3,7,1.5,-5,-1.8,19.8,0,0,41,"Lethbridge",0
"431",2017-03-08,2017,3,8,5,-9,-2,20,0,3,38,"Lethbridge",0
"432",2017-03-09,2017,3,9,7,-1,3,15,0,4,30,"Lethbridge",0
"433",2017-03-10,2017,3,10,2,-1,0.5,17.5,0,6,31,"Lethbridge",0
"434",2017-03-11,2017,3,11,5,-7,-1,19,0,9,34,"Lethbridge",0
"435",2017-03-12,2017,3,12,-4,-12,-8,26,0,0,35,"Lethbridge",0
"436",2017-03-13,2017,3,13,2,-11,-4.5,22.5,0,0,35,"Lethbridge",0
"437",2017-03-14,2017,3,14,3,-5,-1,19,0,1,33,"Lethbridge",0
"438",2017-03-15,2017,3,15,7.5,-5,1.3,16.7,0,6,30,"Lethbridge",0
"439",2017-03-16,2017,3,16,7,2,4.5,13.5,0,0,27,"Lethbridge",0
"440",2017-03-17,2017,3,17,5.5,-1,2.3,15.7,0,1,23,"Lethbridge",0
"441",2017-03-18,2017,3,18,-1,-4,-2.5,20.5,0,0,19,"Lethbridge",0
"442",2017-03-19,2017,3,19,5.5,-10,-2.3,20.3,0,0,19,"Lethbridge",0
"443",2017-03-20,2017,3,20,0,-4,-2,20,0,25,17,"Lethbridge",0
"444",2017-03-23,2017,3,23,3,-1,1,17,0,5,30,"Lethbridge",0
"445",2017-03-24,2017,3,24,5,-10,-2.5,20.5,0,0,27,"Lethbridge",0
"446",2017-03-25,2017,3,25,3,-19,-8,26,0,0,27,"Lethbridge",0
"447",2017-03-26,2017,3,26,-7,-12,-9.5,27.5,0,0,21,"Lethbridge",0
"448",2017-03-27,2017,3,27,-4.5,-15,-9.8,27.8,0,0,21,"Lethbridge",0
"449",2017-03-28,2017,3,28,2.5,-6,-1.8,19.8,0,0,21,"Lethbridge",0
"450",2017-03-29,2017,3,29,3,-2,0.5,17.5,0,0,18,"Lethbridge",0
"451",2017-03-30,2017,3,30,1.5,-1,0.3,17.7,0,9,16,"Lethbridge",0
"452",2017-03-31,2017,3,31,1,0,0.5,17.5,0,30,15,"Lethbridge",0
"453",2017-04-01,2017,4,1,0,-1,-0.5,18.5,0,0,41,"Lethbridge",0
"454",2017-04-02,2017,4,2,0,-3,-1.5,19.5,0,10,41,"Lethbridge",0
"455",2017-04-03,2017,4,3,0,-2,-1,19,0,23,51,"Lethbridge",0
"456",2017-04-04,2017,4,4,0,-1,-0.5,18.5,0,3,74,"Lethbridge",0
"457",2017-04-05,2017,4,5,2,-2,0,18,0,0,76,"Lethbridge",0
"458",2017-04-06,2017,4,6,4.5,-6,-0.8,18.8,0,0,76,"Lethbridge",0
"459",2017-04-07,2017,4,7,7,-4,1.5,16.5,0,7,73,"Lethbridge",0
"460",2017-04-08,2017,4,8,9,1,5,13,0,9,62,"Lethbridge",0
"461",2017-04-09,2017,4,9,8,3,5.5,12.5,0,0,48,"Lethbridge",0.5
"462",2017-04-10,2017,4,10,10,0,5,13,0,0,34,"Lethbridge",0.5
"463",2017-04-11,2017,4,11,12,0,6,12,0,0,23,"Lethbridge",1.5
"464",2017-04-12,2017,4,12,2,0,1,17,0,0,15,"Lethbridge",1.5
"465",2017-04-13,2017,4,13,6.5,-1,2.8,15.2,0,0,15,"Lethbridge",1.5
"466",2017-04-14,2017,4,14,5,1,3,15,0,0,12,"Lethbridge",1.5
"467",2017-04-15,2017,4,15,4,-2,1,17,0,0,12,"Lethbridge",1.5
"468",2017-04-18,2017,4,18,-2,-5,-3.5,21.5,0,0,8,"Lethbridge",1.5
"469",2017-04-19,2017,4,19,1.5,-5,-1.8,19.8,0,0,8,"Lethbridge",1.5
"470",2017-04-20,2017,4,20,3,-10,-3.5,21.5,0,10,7,"Lethbridge",1.5
"471",2017-04-21,2017,4,21,3,0,1.5,16.5,0,7,17,"Lethbridge",1.5
"472",2017-04-22,2017,4,22,3,-1,1,17,0,0,8,"Lethbridge",1.5
"473",2017-04-23,2017,4,23,1,-1,0,18,0,8,7,"Lethbridge",1.5
"474",2017-04-24,2017,4,24,9,-3,3,15,0,0,15,"Lethbridge",1.5
"475",2017-04-25,2017,4,25,5.5,-3,1.3,16.7,0,0,7,"Lethbridge",1.5
"476",2017-04-26,2017,4,26,10,-7,1.5,16.5,0,2,7,"Lethbridge",1.5
"477",2017-04-27,2017,4,27,8,0,4,14,0,17,4,"Lethbridge",1.5
"478",2017-04-28,2017,4,28,7,0,3.5,14.5,0,5,0,"Lethbridge",1.5
"479",2017-04-29,2017,4,29,17,4,10.5,7.5,0,1,0,"Lethbridge",7
"480",2017-04-30,2017,4,30,8,2,5,13,0,0,0,"Lethbridge",7
"481",2017-05-01,2017,5,1,6,-3.5,1.3,16.7,0,0,0,"Lethbridge",7
"482",2017-05-02,2017,5,2,8,-7,0.5,17.5,0,6,0,"Lethbridge",7
"483",2017-05-03,2017,5,3,13,0,6.5,11.5,0,2,0,"Lethbridge",8.5
"484",2017-05-04,2017,5,4,12,1,6.5,11.5,0,0,0,"Lethbridge",10
"485",2017-05-05,2017,5,5,14,2,8,10,0,0,0,"Lethbridge",13
"486",2017-05-06,2017,5,6,10,-5,2.5,15.5,0,0,0,"Lethbridge",13
"487",2017-05-07,2017,5,7,14,-1,6.5,11.5,0,1,0,"Lethbridge",14.5
"488",2017-05-08,2017,5,8,7,2,4.5,13.5,0,0,0,"Lethbridge",14.5
"489",2017-05-11,2017,5,11,5,2,3.5,14.5,0,0,0,"Lethbridge",14.5
"490",2017-05-12,2017,5,12,7.5,1.5,4.5,13.5,0,0,0,"Lethbridge",14.5
"491",2017-05-13,2017,5,13,6,0,3,15,0,0,0,"Lethbridge",14.5
"492",2017-05-14,2017,5,14,16.5,0,8.3,9.7,0,0,0,"Lethbridge",17.75
"493",2017-05-15,2017,5,15,17,-1,8,10,0,8,0,"Lethbridge",20.75
"494",2017-05-16,2017,5,16,14,3,8.5,9.5,0,0,0,"Lethbridge",24.25
"495",2017-05-17,2017,5,17,11.5,4,7.8,10.2,0,3,0,"Lethbridge",27
"496",2017-05-18,2017,5,18,13.5,5,9.3,8.7,0,0,0,"Lethbridge",31.25
"497",2017-05-19,2017,5,19,15.5,-1,7.3,10.7,0,7,0,"Lethbridge",33.5
"498",2017-05-20,2017,5,20,8,4,6,12,0,7,0,"Lethbridge",34.5
"499",2017-05-21,2017,5,21,5,0.5,2.8,15.2,0,5,0,"Lethbridge",34.5
"500",2017-05-22,2017,5,22,5.5,2,3.8,14.2,0,1,0,"Lethbridge",34.5
"501",2017-05-23,2017,5,23,17,0,8.5,9.5,0,1,0,"Lethbridge",38
"502",2017-05-24,2017,5,24,13,5,9,9,0,0,0,"Lethbridge",42
"503",2017-05-25,2017,5,25,13,3,8,10,0,0,0,"Lethbridge",45
"504",2017-05-26,2017,5,26,17,-4,6.5,11.5,0,0,0,"Lethbridge",46.5
"505",2017-05-27,2017,5,27,6,3,4.5,13.5,0,0,0,"Lethbridge",46.5
"506",2017-05-28,2017,5,28,11.5,-1,5.3,12.7,0,1,0,"Lethbridge",46.75
"507",2017-05-29,2017,5,29,7,4,5.5,12.5,0,1,0,"Lethbridge",47.25
"508",2017-05-30,2017,5,30,19,3,11,7,0,0,0,"Lethbridge",53.25
"509",2017-05-31,2017,5,31,21,-1,10,8,0,0,0,"Lethbridge",58.25
"510",2017-06-01,2017,6,1,13.5,8,10.8,7.2,0,5,0,"Lethbridge",64
"511",2017-06-02,2017,6,2,17,8,12.5,5.5,0,0,0,"Lethbridge",71.5
"512",2017-06-03,2017,6,3,12,5,8.5,9.5,0,2,0,"Lethbridge",75
"513",2017-06-04,2017,6,4,11,5,8,10,0,7,0,"Lethbridge",78
"514",2017-06-07,2017,6,7,19,-1,9,9,0,0,0,"Lethbridge",82
"515",2017-06-08,2017,6,8,20,1,10.5,7.5,0,0,0,"Lethbridge",87.5
"516",2017-06-09,2017,6,9,26,6,16,2,0,1,0,"Lethbridge",98.5
"517",2017-06-10,2017,6,10,20,9,14.5,3.5,0,0,0,"Lethbridge",108
"518",2017-06-13,2017,6,13,15,5.5,10.3,7.7,0,8,0,"Lethbridge",113.25
"519",2017-06-14,2017,6,14,13,7,10,8,0,1,0,"Lethbridge",118.25
"520",2017-06-15,2017,6,15,15,4,9.5,8.5,0,0,0,"Lethbridge",122.75
"521",2017-06-16,2017,6,16,16.5,-1.5,7.5,10.5,0,0,0,"Lethbridge",125.25
"522",2017-06-17,2017,6,17,22,2,12,6,0,2,0,"Lethbridge",132.25
"523",2017-06-18,2017,6,18,20,7,13.5,4.5,0,0,0,"Lethbridge",140.75
"524",2017-06-19,2017,6,19,27,10,18.5,0,0.5,0,0,"Lethbridge",154.25
"525",2017-06-20,2017,6,20,30,14,22,0,4,1,0,"Lethbridge",171.25
"526",2017-06-21,2017,6,21,26,15,20.5,0,2.5,0,0,"Lethbridge",186.75
"527",2017-06-22,2017,6,22,23,10,16.5,1.5,0,0,0,"Lethbridge",198.25
"528",2017-06-23,2017,6,23,20,8,14,4,0,4,0,"Lethbridge",207.25
"529",2017-06-24,2017,6,24,17,10,13.5,4.5,0,21,0,"Lethbridge",215.75
"530",2017-06-25,2017,6,25,27.5,13,20.3,0,2.3,0,0,"Lethbridge",231
"531",2017-06-26,2017,6,26,27,6,16.5,1.5,0,0,0,"Lethbridge",242.5
"532",2017-06-28,2017,6,28,20,9,14.5,3.5,0,19,0,"Lethbridge",252
"533",2017-06-29,2017,6,29,19,10,14.5,3.5,0,0,0,"Lethbridge",261.5
"534",2017-06-30,2017,6,30,24,11,17.5,0.5,0,4,0,"Lethbridge",274
"535",2017-07-01,2017,7,1,13,12,12.5,5.5,0,2,0,"Lethbridge",281.5
"536",2017-07-02,2017,7,2,16,8,12,6,0,7,0,"Lethbridge",288.5
"537",2017-07-03,2017,7,3,26,10,18,0,0,0,0,"Lethbridge",301.5
"538",2017-07-04,2017,7,4,27,10,18.5,0,0.5,15,0,"Lethbridge",315
"539",2017-07-05,2017,7,5,17,7,12,6,0,0,0,"Lethbridge",322
"540",2017-07-06,2017,7,6,26,6,16,2,0,0,0,"Lethbridge",333
"541",2017-07-07,2017,7,7,22,14,18,0,0,0,0,"Lethbridge",346
"542",2017-07-08,2017,7,8,19,12,15.5,2.5,0,22,0,"Lethbridge",356.5
"543",2017-07-09,2017,7,9,25,17,21,0,3,5,0,"Lethbridge",372.5
"544",2017-07-10,2017,7,10,27,14,20.5,0,2.5,0,0,"Lethbridge",388
"545",2017-07-11,2017,7,11,27.5,14,20.8,0,2.8,0,0,"Lethbridge",403.75
"546",2017-07-12,2017,7,12,26,13,19.5,0,1.5,1,0,"Lethbridge",418.25
"547",2017-07-13,2017,7,13,24,10,17,1,0,0,0,"Lethbridge",430.25
"548",2017-07-14,2017,7,14,25,4,14.5,3.5,0,0,0,"Lethbridge",439.75
"549",2017-07-15,2017,7,15,26,6,16,2,0,0,0,"Lethbridge",450.75
"550",2017-07-16,2017,7,16,27,5,16,2,0,0,0,"Lethbridge",461.75
"551",2017-07-17,2017,7,17,26,14,20,0,2,0,0,"Lethbridge",476.75
"552",2017-07-18,2017,7,18,29.5,13,21.3,0,3.3,0,0,"Lethbridge",493
"553",2017-07-19,2017,7,19,27,15,21,0,3,0,0,"Lethbridge",509
"554",2017-07-20,2017,7,20,29,17,23,0,5,0,0,"Lethbridge",527
"555",2017-07-21,2017,7,21,22,13,17.5,0.5,0,0,0,"Lethbridge",539.5
"556",2017-07-22,2017,7,22,23,13,18,0,0,4,0,"Lethbridge",552.5
"557",2017-07-23,2017,7,23,21,9,15,3,0,2,0,"Lethbridge",562.5
"558",2017-07-24,2017,7,24,21,5,13,5,0,0,0,"Lethbridge",570.5
"559",2017-07-25,2017,7,25,21,5,13,5,0,0,0,"Lethbridge",578.5
"560",2017-07-26,2017,7,26,26,3,14.5,3.5,0,0,0,"Lethbridge",588
"561",2017-07-27,2017,7,27,29,8,18.5,0,0.5,0,0,"Lethbridge",601.5
"562",2017-07-28,2017,7,28,23.5,13,18.3,0,0.3,0,0,"Lethbridge",614.75
"563",2017-07-29,2017,7,29,24,11,17.5,0.5,0,2,0,"Lethbridge",627.25
"564",2017-07-30,2017,7,30,17,15,16,2,0,8,0,"Lethbridge",638.25
"565",2017-07-31,2017,7,31,25,10,17.5,0.5,0,0,0,"Lethbridge",650.75
"566",2017-08-01,2017,8,1,17,12,14.5,3.5,0,4,0,"Lethbridge",660.25
"567",2017-08-02,2017,8,2,16,13,14.5,3.5,0,1,0,"Lethbridge",669.75
"568",2017-08-03,2017,8,3,22,6,14,4,0,0,0,"Lethbridge",678.75
"569",2017-08-04,2017,8,4,19,10,14.5,3.5,0,0,0,"Lethbridge",688.25
"570",2017-08-05,2017,8,5,22.5,14,18.3,0,0.3,0,0,"Lethbridge",701.5
"571",2017-08-06,2017,8,6,27,13,20,0,2,0,0,"Lethbridge",716.5
"572",2017-08-07,2017,8,7,21,13,17,1,0,9,0,"Lethbridge",728.5
"573",2017-08-08,2017,8,8,23,11,17,1,0,15,0,"Lethbridge",740.5
"574",2017-08-09,2017,8,9,23,15,19,0,1,4,0,"Lethbridge",754.5
"575",2017-08-10,2017,8,10,26,6,16,2,0,0,0,"Lethbridge",765.5
"576",2017-08-11,2017,8,11,26,16,21,0,3,0,0,"Lethbridge",781.5
"577",2017-08-12,2017,8,12,27,6,16.5,1.5,0,13,0,"Lethbridge",793
"578",2017-08-13,2017,8,13,24,13,18.5,0,0.5,3,0,"Lethbridge",806.5
"579",2017-08-14,2017,8,14,26.5,17,21.8,0,3.8,0,0,"Lethbridge",823.25
"580",2017-08-15,2017,8,15,24,11,17.5,0.5,0,0,0,"Lethbridge",835.75
"581",2017-08-16,2017,8,16,21,4,12.5,5.5,0,7,0,"Lethbridge",843.25
"582",2017-08-17,2017,8,17,22,13,17.5,0.5,0,3,0,"Lethbridge",855.75
"583",2017-08-18,2017,8,18,15,10,12.5,5.5,0,5,0,"Lethbridge",863.25
"584",2017-08-19,2017,8,19,15,9,12,6,0,0,0,"Lethbridge",870.25
"585",2017-08-20,2017,8,20,19,3,11,7,0,8,0,"Lethbridge",876.25
"586",2017-08-21,2017,8,21,25.5,12,18.8,0,0.8,0,0,"Lethbridge",890
"587",2017-08-22,2017,8,22,28,10,19,0,1,0,0,"Lethbridge",904
"588",2017-08-23,2017,8,23,24,12,18,0,0,0,0,"Lethbridge",917
"589",2017-08-24,2017,8,24,28,18,23,0,5,2,0,"Lethbridge",935
"590",2017-08-25,2017,8,25,22,16,19,0,1,32,0,"Lethbridge",949
"591",2017-08-26,2017,8,26,15,12,13.5,4.5,0,5,0,"Lethbridge",957.5
"592",2017-08-27,2017,8,27,13,10,11.5,6.5,0,6,0,"Lethbridge",964
"593",2017-08-28,2017,8,28,22,8,15,3,0,0,0,"Lethbridge",974
"594",2017-08-29,2017,8,29,21,5,13,5,0,0,0,"Lethbridge",982
"595",2017-08-30,2017,8,30,20,8,14,4,0,0,0,"Lethbridge",991
"596",2017-08-31,2017,8,31,22,4,13,5,0,9,0,"Lethbridge",999
"597",2017-09-01,2017,9,1,18,12,15,3,0,1,0,"Lethbridge",1009
"598",2017-09-02,2017,9,2,20,6,13,5,0,5,0,"Lethbridge",1017
"599",2017-09-03,2017,9,3,21,6,13.5,4.5,0,0,0,"Lethbridge",1025.5
"600",2017-09-04,2017,9,4,18,5,11.5,6.5,0,6,0,"Lethbridge",1032
"601",2017-09-05,2017,9,5,23.5,14,18.8,0,0.8,0,0,"Lethbridge",1045.75
"602",2017-09-06,2017,9,6,25.5,15,20.3,0,2.3,2,0,"Lethbridge",1061
