"","PlotName","Year","EVI"
"96","Dunphys Pond+N13",2016,0.415450007
"97","Dunphys Pond+N3",2016,0.438199997
"98","Dunphys Pond+N5",2016,0.443800002
"99","Dunphys Pond+N7",2016,0.401600003
"100","Dunphys Pond+N9",2016,0.457249999
"101","TNNP North+A1",2016,0.467400014
"102","TNNP North+A11",2016,0.415866673
"103","TNNP North+A13",2016,0.359400004
"104","TNNP North+A3",2016,0.48633334
"105","TNNP North+A5",2016,0.391966671
"106","TNNP North+A7",2016,0.40200001
"107","TNNP North+A9",2016,0.4005
"108","TNNP North+B14",2016,0.365266681
"109","TNNP North+C10",2016,0.379999995
"110","TNNP North+C12",2016,0.337566674
"111","TNNP North+C14",2016,0.369399995
"112","TNNP North+C2",2016,0.421200007
"113","TNNP North+C4",2016,0.47420001
"114","TNNP North+C6",2016,0.353899986
"115","TNNP North+C8",2016,0.341966659
"116","TNNP North+D1",2016,0.407066673
"117","TNNP North+E1",2016,0.403499991
"118","TNNP North+F1",2016,0.405066669
"119","TNNP North+F11",2016,0.390333325
"120","TNNP North+F13",2016,0.338166654
"121","TNNP North+F3",2016,0.311566681
"122","TNNP North+F5",2016,0.346833318
"123","TNNP North+F7",2016,0.398600012
"124","TNNP North+F9",2016,0.33496666
"125","TNNP North+G14",2016,0.388366669
"126","TNNP North+H14",2016,0.328500003
"127","TNNP North+I10",2016,0.394366652
"128","TNNP North+I12",2016,0.353033334
"129","TNNP North+I14",2016,0.32616666
"130","TNNP North+I2",2016,0.327833325
"131","TNNP North+I4",2016,0.333466679
"132","TNNP North+I6",2016,0.436733335
"133","TNNP North+I8",2016,0.380299985
"134","TNNP North+J1",2016,0.325800002
"135","TNNP North+K1",2016,0.360666662
"136","TNNP North+L10",2016,0.367766678
"137","TNNP North+L12",2016,0.333833337
"138","TNNP North+L14",2016,0.328966677
"139","TNNP North+L2",2016,0.32313332
"140","TNNP North+L4",2016,0.419866681
"141","TNNP North+L6",2016,0.352499992
"142","TNNP North+L8",2016,0.351533324
"143","TNNP North+M14",2016,0.324166656
"144","TNNP North+N1",2016,0.400400013
"145","TNNP North+N11",2016,0.333466679
"146","TNNP North+N13",2016,0.327733338
"147","TNNP North+N3",2016,0.372500002
"148","TNNP North+N5",2016,0.336199999
"149","TNNP North+N7",2016,0.533933342
"150","TNNP North+N9",2016,0.384933323
"151","Unicorn+A1",2016,0.485000014
"152","Unicorn+A11",2016,0.553133309
"153","Unicorn+A13",2016,0.486200005
"154","Unicorn+A3",2016,0.491400003
"155","Unicorn+A5",2016,0.377533346
"156","Unicorn+A7",2016,0.42353332
"157","Unicorn+A9",2016,0.449600011
"158","Unicorn+B14",2016,0.506633341
"159","Unicorn+C10",2016,0.429266661
"160","Unicorn+C12",2016,0.54853332
"161","Unicorn+C14",2016,0.5097
"162","Unicorn+C2",2016,0.438466668
"163","Unicorn+C4",2016,0.403633326
"164","Unicorn+C6",2016,0.358200014
"165","Unicorn+C8",2016,0.377066672
"166","Unicorn+D1",2016,0.419800013
"167","Unicorn+E1",2016,0.403299987
"168","Unicorn+F1",2016,0.40806666
"169","Unicorn+F11",2016,0.51273334
"170","Unicorn+F13",2016,0.491366655
"171","Unicorn+F3",2016,0.434066653
"172","Unicorn+F5",2016,0.40990001
"173","Unicorn+F7",2016,0.435533345
"174","Unicorn+F9",2016,0.442233324
"175","Unicorn+G14",2016,0.496300012
"176","Unicorn+H14",2016,0.487166673
"177","Unicorn+I10",2016,0.399066657
"178","Unicorn+I12",2016,0.51973331
"179","Unicorn+I14",2016,0.49393332
"180","Unicorn+I2",2016,0.361600012
"181","Unicorn+I4",2016,0.370433331
"182","Unicorn+I6",2016,0.389499992
"183","Unicorn+I8",2016,0.362366676
"184","Unicorn+J1",2016,0.412966669
"185","Unicorn+K1",2016,0.392199993
"186","Unicorn+L10",2016,0.429800004
"187","Unicorn+L12",2016,0.383933336
"188","Unicorn+L14",2016,0.395500004
"189","Unicorn+L2",2016,0.371600002
"190","Unicorn+L4",2016,0.403600007
"191","Unicorn+L6",2016,0.424800009
"192","Unicorn+L8",2016,0.428466678
"193","Unicorn+M14",2016,0.381799996
"194","Unicorn+N1",2016,0.436699986
"195","Unicorn+N11",2016,0.45206666
"196","Unicorn+N13",2016,0.481400013
"197","Unicorn+N3",2016,0.444700003
"198","Unicorn+N5",2016,0.484033346
"199","Unicorn+N7",2016,0.451299995
"200","Unicorn+N9",2016,0.36073333
"201","Bloomfield+E1",2017,0.382699996232986
"202","Bloomfield+A1",2017,0.426499992609024
"203","Bloomfield+D1",2017,0.386999994516373
"204","Bloomfield+F1",2017,0.377950012683868
"205","Bloomfield+K1",2017,0.389800012111664
"206","Bloomfield+J1",2017,0.394299983978271
"207","Bloomfield+N1",2017,0.39640000462532
"208","Bloomfield+C2",2017,0.418949991464615
"209","Bloomfield+I2",2017,0.38620001077652
"210","Bloomfield+L2",2017,0.375400006771088
"211","Bloomfield+A3",2017,0.409150004386902
"212","Bloomfield+F3",2017,0.399150013923645
"213","Bloomfield+N3",2017,0.398400008678436
"214","Bloomfield+C4",2017,0.349700003862381
"215","Bloomfield+I4",2017,0.395900011062622
"216","Bloomfield+L4",2017,0.437950015068054
"217","Bloomfield+A5",2017,0.40294998884201
"218","Bloomfield+F5",2017,0.407299995422363
"219","Bloomfield+N5",2017,0.402549982070923
"220","Bloomfield+C6",2017,0.419950008392334
"221","Bloomfield+I6",2017,0.41525000333786
"222","Bloomfield+L6",2017,0.386699974536896
"223","Bloomfield+F7",2017,0.418999999761581
"224","Bloomfield+A7",2017,0.425000011920929
"225","Bloomfield+N7",2017,0.410849988460541
"226","Bloomfield+I8",2017,0.381600022315979
"227","Bloomfield+C8",2017,0.423399984836578
"228","Bloomfield+L8",2017,0.385600000619888
"229","Bloomfield+A9",2017,0.38374999165535
"230","Bloomfield+F9",2017,0.432900011539459
"231","Bloomfield+N9",2017,0.382499992847443
"232","Bloomfield+C10",2017,0.416850000619888
"233","Bloomfield+I10",2017,0.396200001239777
"234","Bloomfield+L10",2017,0.382650017738342
"235","Bloomfield+A11",2017,0.38289999961853
"236","Bloomfield+F11",2017,0.410799980163574
"237","Bloomfield+N11",2017,0.375299990177155
"238","Bloomfield+C12",2017,0.398400008678436
"239","Bloomfield+I12",2017,0.377749979496002
"240","Bloomfield+L12",2017,0.406399995088577
"241","Bloomfield+A13",2017,0.359950006008148
"242","Bloomfield+F13",2017,0.391250014305115
"243","Bloomfield+N13",2017,0.385749995708466
"244","Bloomfield+B14",2017,0.400049984455109
"245","Bloomfield+C14",2017,0.382200002670288
"246","Bloomfield+G14",2017,0.406599998474121
"247","Bloomfield+I14",2017,0.393350005149841
"248","Bloomfield+L14",2017,0.402300000190735
"249","Bloomfield+H14",2017,0.402750015258789
"250","Bloomfield+M14",2017,0.392899990081787
"251","Dunphys Pond+A1",2017,0.348712503910065
"252","Dunphys Pond+A3",2017,0.338050007820129
"253","Dunphys Pond+D1",2017,0.356262505054474
"254","Dunphys Pond+C2",2017,0.376224994659424
"255","Dunphys Pond+E1",2017,0.342050015926361
"256","Dunphys Pond+A5",2017,0.367774993181229
"257","Dunphys Pond+F1",2017,0.329987496137619
"258","Dunphys Pond+C4",2017,0.357887506484985
"259","Dunphys Pond+A7",2017,0.362450003623962
"260","Dunphys Pond+C6",2017,0.372600018978119
"261","Dunphys Pond+F3",2017,0.391674995422363
"262","Dunphys Pond+A9",2017,0.383787512779236
"263","Dunphys Pond+C8",2017,0.347337484359741
"264","Dunphys Pond+I2",2017,0.439012497663498
"265","Dunphys Pond+J1",2017,0.438637495040894
"266","Dunphys Pond+F5",2017,0.375787496566772
"267","Dunphys Pond+A11",2017,0.375575006008148
"268","Dunphys Pond+K1",2017,0.404962509870529
"269","Dunphys Pond+C10",2017,0.368387490510941
"270","Dunphys Pond+I4",2017,0.410437524318695
"271","Dunphys Pond+F7",2017,0.355787485837936
"272","Dunphys Pond+L2",2017,0.41949999332428
"273","Dunphys Pond+A13",2017,0.397374987602234
"274","Dunphys Pond+F9",2017,0.346599996089935
"275","Dunphys Pond+I6",2017,0.420387506484985
"276","Dunphys Pond+C12",2017,0.396524995565414
"277","Dunphys Pond+N1",2017,0.446862488985062
"278","Dunphys Pond+L4",2017,0.418212503194809
"279","Dunphys Pond+B14",2017,0.381999999284744
"280","Dunphys Pond+C14",2017,0.344650000333786
"281","Dunphys Pond+F11",2017,0.387150019407272
"282","Dunphys Pond+N3",2017,0.405699998140335
"283","Dunphys Pond+I8",2017,0.367525011301041
"284","Dunphys Pond+L6",2017,0.416749984025955
"285","Dunphys Pond+F13",2017,0.367224991321564
"286","Dunphys Pond+I10",2017,0.397100001573563
"287","Dunphys Pond+N5",2017,0.373075008392334
"288","Dunphys Pond+L8",2017,0.418799996376038
"289","Dunphys Pond+G14",2017,0.344112515449524
"290","Dunphys Pond+I12",2017,0.367237508296967
"291","Dunphys Pond+N7",2017,0.356599986553192
"292","Dunphys Pond+H14",2017,0.343199998140335
"293","Dunphys Pond+L10",2017,0.380487501621246
"294","Dunphys Pond+N9",2017,0.3862124979496
"295","Dunphys Pond+I14",2017,0.353450000286102
"296","Dunphys Pond+L12",2017,0.374175012111664
"297","Dunphys Pond+N11",2017,0.377425014972687
"298","Dunphys Pond+L14",2017,0.386637508869171
"299","Dunphys Pond+N13",2017,0.362649977207184
"300","Dunphys Pond+M14",2017,0.43427500128746
"301","TNNP North+A1",2017,0.341149985790253
"302","TNNP North+A3",2017,0.371450006961823
"303","TNNP North+A5",2017,0.361537486314774
"304","TNNP North+A7",2017,0.37168750166893
"305","TNNP North+C2",2017,0.331099987030029
"306","TNNP North+A9",2017,0.315474987030029
"307","TNNP North+C4",2017,0.387962520122528
"308","TNNP North+D1",2017,0.343512505292892
"309","TNNP North+C6",2017,0.331725001335144
"310","TNNP North+E1",2017,0.337912499904633
"311","TNNP North+A11",2017,0.354387491941452
"312","TNNP North+C8",2017,0.30596250295639
"313","TNNP North+A13",2017,0.320874989032745
"314","TNNP North+F1",2017,0.356124997138977
"315","TNNP North+C10",2017,0.333599984645844
"316","TNNP North+F3",2017,0.303087502717972
"317","TNNP North+B14",2017,0.349674999713898
"318","TNNP North+C12",2017,0.310487508773804
"319","TNNP North+F5",2017,0.328712493181229
"320","TNNP North+C14",2017,0.333525002002716
"321","TNNP North+F7",2017,0.331824988126755
"322","TNNP North+I2",2017,0.299287497997284
"323","TNNP North+F9",2017,0.310437500476837
"324","TNNP North+J1",2017,0.300000011920929
"325","TNNP North+I4",2017,0.294224977493286
"326","TNNP North+K1",2017,0.306199997663498
"327","TNNP North+F11",2017,0.315587490797043
"328","TNNP North+I6",2017,0.358587503433228
"329","TNNP North+F13",2017,0.29119998216629
"330","TNNP North+L2",2017,0.271600008010864
"331","TNNP North+I8",2017,0.318899989128113
"332","TNNP North+G14",2017,0.326587498188019
"333","TNNP North+L4",2017,0.355324983596802
"334","TNNP North+I10",2017,0.304749995470047
"335","TNNP North+L6",2017,0.31258749961853
"336","TNNP North+I12",2017,0.326250016689301
"337","TNNP North+H14",2017,0.304812490940094
"338","TNNP North+N1",2017,0.390387505292892
"339","TNNP North+N3",2017,0.361087501049042
"340","TNNP North+L8",2017,0.310175001621246
"341","TNNP North+I14",2017,0.287737488746643
"342","TNNP North+N5",2017,0.312175005674362
"343","TNNP North+L10",2017,0.318912506103516
"344","TNNP North+L12",2017,0.296274989843369
"345","TNNP North+N7",2017,0.349175006151199
"346","TNNP North+L14",2017,0.296737492084503
"347","TNNP North+N9",2017,0.312025010585785
"348","TNNP North+N11",2017,0.307012498378754
"349","TNNP North+M14",2017,0.287149995565414
"350","TNNP North+N13",2017,0.293624997138977
"351","Unicorn+N13",2017,0.384725004434586
"352","Unicorn+M14",2017,0.325574994087219
"353","Unicorn+N11",2017,0.356812506914139
"354","Unicorn+L14",2017,0.339837491512299
"355","Unicorn+N9",2017,0.332137495279312
"356","Unicorn+L12",2017,0.333799988031387
"357","Unicorn+N7",2017,0.385337501764297
"358","Unicorn+L10",2017,0.350687503814697
"359","Unicorn+N5",2017,0.372574985027313
"360","Unicorn+L8",2017,0.351062506437302
"361","Unicorn+N3",2017,0.367087483406067
"362","Unicorn+I14",2017,0.401262491941452
"363","Unicorn+N1",2017,0.387499988079071
"364","Unicorn+H14",2017,0.400212496519089
"365","Unicorn+L6",2017,0.389300018548965
"366","Unicorn+I12",2017,0.369850009679794
"367","Unicorn+L4",2017,0.344162493944168
"368","Unicorn+G14",2017,0.384037494659424
"369","Unicorn+I10",2017,0.32243749499321
"370","Unicorn+L2",2017,0.34807500243187
"371","Unicorn+F13",2017,0.363350003957748
"372","Unicorn+I8",2017,0.324775010347366
"373","Unicorn+F11",2017,0.398912489414215
"374","Unicorn+K1",2017,0.366012513637543
"375","Unicorn+I6",2017,0.325812518596649
"376","Unicorn+C14",2017,0.376087486743927
"377","Unicorn+F9",2017,0.402037501335144
"378","Unicorn+I4",2017,0.359449982643127
"379","Unicorn+F7",2017,0.36286249756813
"380","Unicorn+J1",2017,0.373625010251999
"381","Unicorn+B14",2017,0.376087486743927
"382","Unicorn+C12",2017,0.408912509679794
"383","Unicorn+F5",2017,0.351125001907349
"384","Unicorn+I2",2017,0.338575005531311
"385","Unicorn+C10",2017,0.358249992132187
"386","Unicorn+A13",2017,0.394674986600876
"387","Unicorn+F3",2017,0.349150002002716
"388","Unicorn+C8",2017,0.327875018119812
"389","Unicorn+F1",2017,0.366275012493134
"390","Unicorn+A11",2017,0.414637506008148
"391","Unicorn+C6",2017,0.311075001955032
"392","Unicorn+C4",2017,0.34248748421669
"393","Unicorn+A9",2017,0.346275001764297
"394","Unicorn+E1",2017,0.369549989700317
"395","Unicorn+A7",2017,0.343924999237061
"396","Unicorn+C2",2017,0.3428875207901
"397","Unicorn+D1",2017,0.361362487077713
"398","Unicorn+A5",2017,0.340000003576279
"399","Unicorn+A3",2017,0.357762515544891
"400","Unicorn+A1",2017,0.378537505865097
