Date_Time,Year,Month,Day,MaxTemp,MinTemp,MeanTemp,HeatDegDays,CoolDegDays,TotalPrecip,SnowGround
2016-02-08,2016,2,8,-2,-11,-6.5,24.5,0,4,2
2016-02-09,2016,2,9,0,-9,-4.5,22.5,0,33,6
2016-02-10,2016,2,10,2,-2,0,18,0,0,34
2016-02-11,2016,2,11,-2.5,-7.5,-5,23,0,8,27
2016-02-12,2016,2,12,1,-14,-6.5,24.5,0,4,35
2016-02-13,2016,2,13,-5,-14,-9.5,27.5,0,19,39
2016-02-14,2016,2,14,-5,-12,-8.5,26.5,0,0,58
2016-02-15,2016,2,15,-8,-17,-12.5,30.5,0,0,58
2016-02-16,2016,2,16,6,-11.5,-2.8,20.8,0,4,58
2016-02-17,2016,2,17,10,-1,4.5,13.5,0,18,37
2016-02-18,2016,2,18,4,1,2.5,15.5,0,1,0
2016-02-19,2016,2,19,-3,-4,-3.5,21.5,0,0,0
2016-02-20,2016,2,20,-1,-15,-8,26,0,0,0
2016-02-21,2016,2,21,6,-15,-4.5,22.5,0,1,0
2016-02-22,2016,2,22,6,1,3.5,14.5,0,1,0
2016-02-23,2016,2,23,-4,-9,-6.5,24.5,0,0,0
2016-02-24,2016,2,24,0,-18,-9,27,0,4,0
2016-02-25,2016,2,25,11,-5,3,15,0,13,3
2016-02-26,2016,2,26,11,7,9,9,0,0,0
2016-02-27,2016,2,27,3,0,1.5,16.5,0,0,0
2016-02-28,2016,2,28,2,-7,-2.5,20.5,0,0,0
2016-02-29,2016,2,29,8,-8,0,18,0,1,0
2016-03-01,2016,3,1,8,2,5,13,0,5,0
2016-03-02,2016,3,2,4,-6,-1,19,0,0,0
2016-03-03,2016,3,3,10,-1.5,4.3,13.7,0,9,0
2016-03-04,2016,3,4,-2,-7,-4.5,22.5,0,0,0
2016-03-05,2016,3,5,0,-12,-6,24,0,21,0
2016-03-06,2016,3,6,-1,-5,-3,21,0,0,17
2016-03-07,2016,3,7,-1.5,-15,-8.3,26.3,0,0,17
2016-03-08,2016,3,8,3,-19,-8,26,0,0,17
2016-03-09,2016,3,9,-1,-13,-7,25,0,8,15
2016-03-10,2016,3,10,0,-5,-2.5,20.5,0,0,23
2016-03-11,2016,3,11,0,-17,-8.5,26.5,0,0,23
2016-03-12,2016,3,12,-3,-9,-6,24,0,0,23
2016-03-13,2016,3,13,-1,-16,-8.5,26.5,0,6,23
2016-03-14,2016,3,14,-5,-9,-7,25,0,0,29
2016-03-15,2016,3,15,0,-12,-6,24,0,0,29
2016-03-16,2016,3,16,3,-15,-6,24,0,1,29
2016-03-17,2016,3,17,3,0,1.5,16.5,0,0,17
2016-03-18,2016,3,18,3,-6,-1.5,19.5,0,2,14
2016-03-19,2016,3,19,4,-1,1.5,16.5,0,2,11
2016-03-20,2016,3,20,0,-10,-5,23,0,0,8
2016-03-21,2016,3,21,1,-13,-6,24,0,4,8
2016-03-22,2016,3,22,5,0,2.5,15.5,0,0,23
2016-03-23,2016,3,23,2,-8,-3,21,0,0,6
2016-03-24,2016,3,24,-1,-9,-5,23,0,0,6
2016-03-25,2016,3,25,1,-9,-4,22,0,7,6
2016-03-26,2016,3,26,0,-4,-2,20,0,0,6
2016-03-27,2016,3,27,5,-14,-4.5,22.5,0,0,6
2016-03-28,2016,3,28,5,-5,0,18,0,2,6
2016-03-29,2016,3,29,7,-1,3,15,0,4,4
2016-03-30,2016,3,30,3,-2,0.5,17.5,0,0,4
2016-03-31,2016,3,31,8,-2,3,15,0,1,2
2016-04-01,2016,4,1,11.5,3,7.3,10.7,0,2,0
2016-04-02,2016,4,2,16,8,12,6,0,8,0
2016-04-03,2016,4,3,10,1.5,5.8,12.2,0,12,0
2016-04-04,2016,4,4,1,-2,-0.5,18.5,0,0,0
2016-04-05,2016,4,5,0,-6,-3,21,0,13,0
2016-04-06,2016,4,6,-3,-8.5,-5.8,23.8,0,0,13
2016-04-07,2016,4,7,5,-9,-2,20,0,0,13
2016-04-08,2016,4,8,11.5,1,6.3,11.7,0,1,0
2016-04-09,2016,4,9,18,3,10.5,7.5,0,4,0
2016-04-10,2016,4,10,15,1,8,10,0,3,0
2016-04-11,2016,4,11,6,-1,2.5,15.5,0,0,0
2016-04-12,2016,4,12,9,-8,0.5,17.5,0,1,0
2016-04-13,2016,4,13,15,2,8.5,9.5,0,0,0
2016-04-14,2016,4,14,12,3,7.5,10.5,0,7,0
2016-04-15,2016,4,15,7,3,5,13,0,2,0
2016-04-16,2016,4,16,3,0,1.5,16.5,0,0,0
2016-04-17,2016,4,17,11,-1,5,13,0,0,0
2016-04-18,2016,4,18,3,1,2,16,0,0,0
2016-04-19,2016,4,19,2.5,-6,-1.8,19.8,0,19,0
2016-04-20,2016,4,20,1.5,-3,-0.8,18.8,0,26,19
2016-04-21,2016,4,21,3.5,-3,0.3,17.7,0,3,26
2016-04-22,2016,4,22,4,0,2,16,0,2,10
2016-04-23,2016,4,23,11,0.5,5.8,12.2,0,0,6
2016-04-24,2016,4,24,15.5,-4,5.8,12.2,0,1,0
2016-04-25,2016,4,25,8,5,6.5,11.5,0,0,0
2016-04-26,2016,4,26,5,-5,0,18,0,8,0
2016-04-27,2016,4,27,7,-1,3,15,0,3,8
2016-04-28,2016,4,28,5,-5,0,18,0,3,0
2016-04-29,2016,4,29,7,-2,2.5,15.5,0,0,3
2016-04-30,2016,4,30,12,0,6,12,0,0,0
2016-05-01,2016,5,1,12,8,10,8,0,0,0
2016-05-02,2016,5,2,11,0,5.5,12.5,0,0,0
2016-05-03,2016,5,3,14,-1,6.5,11.5,0,7,0
2016-05-04,2016,5,4,8,3,5.5,12.5,0,0,0
2016-05-05,2016,5,5,5,2,3.5,14.5,0,25,0
2016-05-06,2016,5,6,13,2,7.5,10.5,0,12,0
2016-05-07,2016,5,7,15,4,9.5,8.5,0,8,0
2016-05-08,2016,5,8,15,7,11,7,0,9,0
2016-05-09,2016,5,9,15,8,11.5,6.5,0,0,0
2016-05-10,2016,5,10,10,3,6.5,11.5,0,0,0
2016-05-11,2016,5,11,10,0,5,13,0,4,0
2016-05-12,2016,5,12,5,3.5,4.3,13.7,0,0,0
2016-05-13,2016,5,13,9.5,1,5.3,12.7,0,0,0
2016-05-14,2016,5,14,13,6,9.5,8.5,0,0,0
2016-05-15,2016,5,15,15,-1,7,11,0,0,0
2016-05-16,2016,5,16,16,2,9,9,0,0,0
2016-05-17,2016,5,17,12,4,8,10,0,6,0
2016-05-18,2016,5,18,12,4,8,10,0,2,0
2016-05-19,2016,5,19,18.5,2,10.3,7.7,0,0,0
2016-05-20,2016,5,20,21,0,10.5,7.5,0,0,0
2016-05-21,2016,5,21,25,2.5,13.8,4.2,0,0,0
2016-05-22,2016,5,22,13.5,4,8.8,9.2,0,0,0
2016-05-23,2016,5,23,22,2,12,6,0,0,0
2016-05-24,2016,5,24,25,10,17.5,0.5,0,0,0
2016-05-25,2016,5,25,23,13,18,0,0,2,0
2016-05-26,2016,5,26,9,5,7,11,0,4,0
2016-05-27,2016,5,27,9,4,6.5,11.5,0,1,0
2016-05-28,2016,5,28,6,4,5,13,0,10,0
2016-05-29,2016,5,29,10.5,2,6.3,11.7,0,1,0
2016-05-30,2016,5,30,20,0,10,8,0,10,0
2016-05-31,2016,5,31,19,7,13,5,0,0,0
2016-06-01,2016,6,1,7,5,6,12,0,0,0
2016-06-02,2016,6,2,12,-2,5,13,0,0,0
2016-06-03,2016,6,3,15,-4,5.5,12.5,0,0,0
2016-06-04,2016,6,4,12.5,-1,5.8,12.2,0,1,0
2016-06-05,2016,6,5,12,4,8,10,0,0,0
2016-06-06,2016,6,6,14,2,8,10,0,0,0
2016-06-07,2016,6,7,18.5,1,9.8,8.2,0,0,0
2016-06-08,2016,6,8,13,6,9.5,8.5,0,11,0
2016-06-09,2016,6,9,10,5,7.5,10.5,0,2,0
2016-06-10,2016,6,10,9,5,7,11,0,0,0
2016-06-11,2016,6,11,16.5,6,11.3,6.7,0,2,0
2016-06-12,2016,6,12,14,3,8.5,9.5,0,0,0
2016-06-13,2016,6,13,13,7,10,8,0,14,0
2016-06-14,2016,6,14,,,,,,,
2016-06-15,2016,6,15,,,,,,,
2016-06-16,2016,6,16,,,,,,,
2016-06-17,2016,6,17,,,,,,,
2016-06-18,2016,6,18,,,,,,,
2016-06-19,2016,6,19,,,,,,,
2016-06-20,2016,6,20,,,,,,,
2016-06-21,2016,6,21,,,,,,,
2016-06-22,2016,6,22,,,,,,,
2016-06-23,2016,6,23,,,,,,,
2016-06-24,2016,6,24,,,,,,,
2016-06-25,2016,6,25,,,,,,,
2016-06-26,2016,6,26,,,,,,,
2016-06-27,2016,6,27,,,,,,,
2016-06-28,2016,6,28,,,,,,,
2016-06-29,2016,6,29,,,,,,,
2016-06-30,2016,6,30,,,,,,,
2016-07-01,2016,7,1,,,,,,,
2016-07-02,2016,7,2,,,,,,,
2016-07-03,2016,7,3,,,,,,,
2016-07-04,2016,7,4,,,,,,,
2016-07-05,2016,7,5,,,,,,,
2016-07-06,2016,7,6,,,,,,,
2016-07-07,2016,7,7,,,,,,,
2016-07-08,2016,7,8,,,,,,,
2016-07-09,2016,7,9,,,,,,,
2016-07-10,2016,7,10,,,,,,,
2016-07-11,2016,7,11,,,,,,,
2016-07-12,2016,7,12,,,,,,,
2016-07-13,2016,7,13,,,,,,,
2016-07-14,2016,7,14,,,,,,,
2016-07-15,2016,7,15,,,,,,,
2016-07-16,2016,7,16,,,,,,,
2016-07-17,2016,7,17,,,,,,,
2016-07-18,2016,7,18,,,,,,,
2016-07-19,2016,7,19,,,,,,,
2016-07-20,2016,7,20,,,,,,,
2016-07-21,2016,7,21,,,,,,,
2016-07-22,2016,7,22,,,,,,,
2016-07-23,2016,7,23,,,,,,,
2016-07-24,2016,7,24,,,,,,,
2016-07-25,2016,7,25,,,,,,,
2016-07-26,2016,7,26,,,,,,,
2016-07-27,2016,7,27,,,,,,,
2016-07-28,2016,7,28,,,,,,,
2016-07-29,2016,7,29,,,,,,,
2016-07-30,2016,7,30,,,,,,,
2016-07-31,2016,7,31,,,,,,,
2016-08-01,2016,8,1,,,,,,,
2016-08-02,2016,8,2,,,,,,,
2016-08-03,2016,8,3,,,,,,,
2016-08-04,2016,8,4,,,,,,,
2016-08-05,2016,8,5,,,,,,,
2016-08-06,2016,8,6,,,,,,,
2016-08-07,2016,8,7,,,,,,,
2016-08-08,2016,8,8,,,,,,,
2016-08-09,2016,8,9,,,,,,,
2016-08-10,2016,8,10,,,,,,,
2016-08-11,2016,8,11,,,,,,,
2016-08-12,2016,8,12,,,,,,,
2016-08-13,2016,8,13,,,,,,,
2016-08-14,2016,8,14,,,,,,,
2016-08-15,2016,8,15,,,,,,,
2016-08-16,2016,8,16,,,,,,,
2016-08-17,2016,8,17,,,,,,,
2016-08-18,2016,8,18,,,,,,,
2016-08-19,2016,8,19,,,,,,,
2016-08-20,2016,8,20,,,,,,,
2016-08-21,2016,8,21,,,,,,,
2016-08-22,2016,8,22,,,,,,,
2016-08-23,2016,8,23,,,,,,,
2016-08-24,2016,8,24,,,,,,,
2016-08-25,2016,8,25,,,,,,,
2016-08-26,2016,8,26,,,,,,,
2016-08-27,2016,8,27,,,,,,,
2016-08-28,2016,8,28,,,,,,,
2016-08-29,2016,8,29,,,,,,,
2016-08-30,2016,8,30,,,,,,,
2016-08-31,2016,8,31,,,,,,,
2016-09-01,2016,9,1,,,,,,,
2016-09-02,2016,9,2,,,,,,,
2016-09-03,2016,9,3,,,,,,,
2016-09-04,2016,9,4,,,,,,,
2016-09-05,2016,9,5,,,,,,,
2016-09-06,2016,9,6,,,,,,,
2016-09-07,2016,9,7,,,,,,,
2016-09-08,2016,9,8,,,,,,,
2016-09-09,2016,9,9,,,,,,,
2016-09-10,2016,9,10,,,,,,,
2016-09-11,2016,9,11,,,,,,,
2016-09-12,2016,9,12,,,,,,,
2016-09-13,2016,9,13,,,,,,,
2016-09-14,2016,9,14,,,,,,,
2016-09-15,2016,9,15,,,,,,,
2016-09-16,2016,9,16,,,,,,,
2016-09-17,2016,9,17,,,,,,,
2016-09-18,2016,9,18,,,,,,,
2016-09-19,2016,9,19,,,,,,,
2016-09-20,2016,9,20,,,,,,,
2016-09-21,2016,9,21,,,,,,,
2016-09-22,2016,9,22,,,,,,,
2016-09-23,2016,9,23,,,,,,,
2016-09-24,2016,9,24,,,,,,,
2016-09-25,2016,9,25,,,,,,,
2016-09-26,2016,9,26,,,,,,,
2016-09-27,2016,9,27,,,,,,,
2016-09-28,2016,9,28,,,,,,,
2016-09-29,2016,9,29,,,,,,,
2016-09-30,2016,9,30,,,,,,,
2016-10-01,2016,10,1,,,,,,,
2016-10-02,2016,10,2,,,,,,,
2016-10-03,2016,10,3,,,,,,,
2016-10-04,2016,10,4,,,,,,,
2016-10-05,2016,10,5,,,,,,,
2016-10-06,2016,10,6,,,,,,,
2016-10-07,2016,10,7,,,,,,,
2016-10-08,2016,10,8,,,,,,,
2016-10-09,2016,10,9,,,,,,,
2016-10-10,2016,10,10,,,,,,,
2016-10-11,2016,10,11,,,,,,,
2016-10-12,2016,10,12,,,,,,,
2016-10-13,2016,10,13,,,,,,,
2016-10-14,2016,10,14,,,,,,,
2016-10-15,2016,10,15,,,,,,,
2016-10-16,2016,10,16,,,,,,,
2016-10-17,2016,10,17,,,,,,,
2016-10-18,2016,10,18,,,,,,,
2016-10-19,2016,10,19,,,,,,,
2016-10-20,2016,10,20,,,,,,,
2016-10-21,2016,10,21,,,,,,,
2016-10-22,2016,10,22,,,,,,,
2016-10-23,2016,10,23,,,,,,,
2016-10-24,2016,10,24,,,,,,,
2016-10-25,2016,10,25,,,,,,,
2016-10-26,2016,10,26,,,,,,,
2016-10-27,2016,10,27,,,,,,,
2016-10-28,2016,10,28,,,,,,,
2016-10-29,2016,10,29,,,,,,,
2016-10-30,2016,10,30,,,,,,,
2016-10-31,2016,10,31,,,,,,,
2016-11-01,2016,11,1,,,,,,,
2016-11-02,2016,11,2,,,,,,,
2016-11-03,2016,11,3,,,,,,,
2016-11-04,2016,11,4,,,,,,,
2016-11-05,2016,11,5,,,,,,,
2016-11-06,2016,11,6,,,,,,,
2016-11-07,2016,11,7,,,,,,,
2016-11-08,2016,11,8,,,,,,,
2016-11-09,2016,11,9,,,,,,,
2016-11-10,2016,11,10,5,3,4,14,0,1,0
2016-11-11,2016,11,11,10,1,5.5,12.5,0,1,0
2016-11-12,2016,11,12,6.5,-1.5,2.5,15.5,0,1,0
2016-11-13,2016,11,13,,,,,,,
2016-11-14,2016,11,14,,,,,,,
2016-11-15,2016,11,15,7,-1,3,15,0,1,0
2016-11-16,2016,11,16,7,0,3.5,14.5,0,8,0
2016-11-17,2016,11,17,15,5,10,8,0,12,0
2016-11-18,2016,11,18,15,8.5,11.8,6.2,0,23.5,0
2016-11-19,2016,11,19,9,5,7,11,0,8,0
2016-11-20,2016,11,20,16,5,10.5,7.5,0,10,0
2016-11-21,2016,11,21,17,13,15,3,0,8,0
2016-11-22,2016,11,22,15,10.5,12.8,5.2,0,7,0
2016-11-23,2016,11,23,9,3,6,12,0,5,0
2016-11-24,2016,11,24,3.5,2,2.8,15.2,0,1,0
2016-11-25,2016,11,25,1.5,-1,0.3,17.7,0,0,0
2016-11-26,2016,11,26,-1,-2,-1.5,19.5,0,0,0
2016-11-27,2016,11,27,10,-4,3,15,0,17,0
2016-11-28,2016,11,28,8,2,5,13,0,0,0
2016-11-29,2016,11,29,4,-2,1,17,0,1,0
2016-11-30,2016,11,30,2,-0.5,0.8,17.2,0,0,0
2016-12-01,2016,12,1,0.5,-3,-1.3,19.3,0,1,0
2016-12-02,2016,12,2,2,-2,0,18,0,10,1
2016-12-03,2016,12,3,2.5,1,1.8,16.2,0,4,0
2016-12-04,2016,12,4,2,0,1,17,0,2,0
2016-12-05,2016,12,5,-2,-5,-3.5,21.5,0,0,0
2016-12-06,2016,12,6,-3,-7,-5,23,0,0,0
2016-12-07,2016,12,7,-3,-9,-6,24,0,0,0
2016-12-08,2016,12,8,1,-10,-4.5,22.5,0,5,0
2016-12-09,2016,12,9,2,-1,0.5,17.5,0,7,5
2016-12-10,2016,12,10,-1,-10,-5.5,23.5,0,0,12
2016-12-11,2016,12,11,-6,-12,-9,27,0,0,12
2016-12-12,2016,12,12,-6,-13,-9.5,27.5,0,8,12
2016-12-13,2016,12,13,-3,-12,-7.5,25.5,0,7,20
2016-12-14,2016,12,14,1,-18,-8.5,26.5,0,8,27
2016-12-15,2016,12,15,1.5,-5,-1.8,19.8,0,5,35
2016-12-16,2016,12,16,-4,-7,-5.5,23.5,0,0,40
2016-12-17,2016,12,17,-1,-11,-6,24,0,4,40
2016-12-18,2016,12,18,10,-10,0,18,0,7,44
2016-12-19,2016,12,19,2,-5,-1.5,19.5,0,0,4
2016-12-20,2016,12,20,-2,-17,-9.5,27.5,0,0,4
2016-12-21,2016,12,21,2,-10,-4,22,0,2,4
2016-12-22,2016,12,22,0.5,-5,-2.3,20.3,0,0,4
2016-12-23,2016,12,23,0,-2,-1,19,0,1,4
2016-12-24,2016,12,24,5,-10,-2.5,20.5,0,11,5
2016-12-25,2016,12,25,5,0,2.5,15.5,0,3,0
2016-12-26,2016,12,26,-5,-11,-8,26,0,0,3
2016-12-27,2016,12,27,3.5,-15,-5.8,23.8,0,15,3
2016-12-28,2016,12,28,1,-1.5,-0.3,18.3,0,0,14
2016-12-29,2016,12,29,-1,-5,-3,21,0,0,14
2016-12-30,2016,12,30,5,-17,-6,24,0,21,14
2016-12-31,2016,12,31,1,0,0.5,17.5,0,16,0
